v1,v2,Unnamed: 2,Unnamed: 3,Unnamed: 4,cleaned_v2,tokens,tokens_nostop,tokens_stemmed,tokens_lemmatized
ham,"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later",,,,yeah theres barely enough room for the two of us x has too many fucking shoes sorry man see you later,"['yeah', 'theres', 'barely', 'enough', 'room', 'for', 'the', 'two', 'of', 'us', 'x', 'has', 'too', 'many', 'fucking', 'shoes', 'sorry', 'man', 'see', 'you', 'later']","['yeah', 'theres', 'barely', 'enough', 'room', 'two', 'us', 'x', 'many', 'fucking', 'shoes', 'sorry', 'man', 'see', 'later']","['yeah', 'there', 'bare', 'enough', 'room', 'two', 'us', 'x', 'mani', 'fuck', 'shoe', 'sorri', 'man', 'see', 'later']","['yeah', 'there', 'bare', 'enough', 'room', 'two', 'u', 'x', 'mani', 'fuck', 'shoe', 'sorri', 'man', 'see', 'later']"
spam,"Today's Offer! Claim ur å£150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. å£3.00 Sub. 16 . Unsub reply X",,,,todays offer claim ur å worth of discount vouchers text yes to now savamob member offers mobile t cs å sub unsub reply x,"['todays', 'offer', 'claim', 'ur', 'å', 'worth', 'of', 'discount', 'vouchers', 'text', 'yes', 'to', 'now', 'savamob', 'member', 'offers', 'mobile', 't', 'cs', 'å', 'sub', 'unsub', 'reply', 'x']","['todays', 'offer', 'claim', 'ur', 'å', 'worth', 'discount', 'vouchers', 'text', 'yes', 'savamob', 'member', 'offers', 'mobile', 'cs', 'å', 'sub', 'unsub', 'reply', 'x']","['today', 'offer', 'claim', 'ur', 'å', 'worth', 'discount', 'voucher', 'text', 'ye', 'savamob', 'member', 'offer', 'mobil', 'cs', 'å', 'sub', 'unsub', 'repli', 'x']","['today', 'offer', 'claim', 'ur', 'å', 'worth', 'discount', 'voucher', 'text', 'ye', 'savamob', 'member', 'offer', 'mobil', 'c', 'å', 'sub', 'unsub', 'repli', 'x']"
ham,U reach orchard already? U wan 2 go buy tickets first?,,,,u reach orchard already u wan go buy tickets first,"['u', 'reach', 'orchard', 'already', 'u', 'wan', 'go', 'buy', 'tickets', 'first']","['u', 'reach', 'orchard', 'already', 'u', 'wan', 'go', 'buy', 'tickets', 'first']","['u', 'reach', 'orchard', 'alreadi', 'u', 'wan', 'go', 'buy', 'ticket', 'first']","['u', 'reach', 'orchard', 'alreadi', 'u', 'wan', 'go', 'buy', 'ticket', 'first']"
ham,"I am real, baby! I want to bring out your inner tigress...",,,,i am real baby i want to bring out your inner tigress,"['i', 'am', 'real', 'baby', 'i', 'want', 'to', 'bring', 'out', 'your', 'inner', 'tigress']","['real', 'baby', 'want', 'bring', 'inner', 'tigress']","['real', 'babi', 'want', 'bring', 'inner', 'tigress']","['real', 'babi', 'want', 'bring', 'inner', 'tigress']"
ham,No da if you run that it activate the full version da.,,,,no da if you run that it activate the full version da,"['no', 'da', 'if', 'you', 'run', 'that', 'it', 'activate', 'the', 'full', 'version', 'da']","['da', 'run', 'activate', 'full', 'version', 'da']","['da', 'run', 'activ', 'full', 'version', 'da']","['da', 'run', 'activ', 'full', 'version', 'da']"
ham,"\AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.\""""",,,,ah poor babyhope urfeeling bettersn luv probthat overdose of work hey go careful spk u sn lots of lovejen xxx,"['ah', 'poor', 'babyhope', 'urfeeling', 'bettersn', 'luv', 'probthat', 'overdose', 'of', 'work', 'hey', 'go', 'careful', 'spk', 'u', 'sn', 'lots', 'of', 'lovejen', 'xxx']","['ah', 'poor', 'babyhope', 'urfeeling', 'bettersn', 'luv', 'probthat', 'overdose', 'work', 'hey', 'go', 'careful', 'spk', 'u', 'sn', 'lots', 'lovejen', 'xxx']","['ah', 'poor', 'babyhop', 'urfeel', 'bettersn', 'luv', 'probthat', 'overdos', 'work', 'hey', 'go', 'care', 'spk', 'u', 'sn', 'lot', 'lovejen', 'xxx']","['ah', 'poor', 'babyhop', 'urfeel', 'bettersn', 'luv', 'probthat', 'overdos', 'work', 'hey', 'go', 'care', 'spk', 'u', 'sn', 'lot', 'lovejen', 'xxx']"
ham,Stop the story. I've told him i've returned it and he's saying i should not re order it.,,,,stop the story ive told him ive returned it and hes saying i should not re order it,"['stop', 'the', 'story', 'ive', 'told', 'him', 'ive', 'returned', 'it', 'and', 'hes', 'saying', 'i', 'should', 'not', 're', 'order', 'it']","['stop', 'story', 'ive', 'told', 'ive', 'returned', 'hes', 'saying', 'order']","['stop', 'stori', 'ive', 'told', 'ive', 'return', 'he', 'say', 'order']","['stop', 'stori', 'ive', 'told', 'ive', 'return', 'he', 'say', 'order']"
spam,Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.,,,,talk sexy make new friends or fall in love in the worlds most discreet text dating service just text vip to and see who you could meet,"['talk', 'sexy', 'make', 'new', 'friends', 'or', 'fall', 'in', 'love', 'in', 'the', 'worlds', 'most', 'discreet', 'text', 'dating', 'service', 'just', 'text', 'vip', 'to', 'and', 'see', 'who', 'you', 'could', 'meet']","['talk', 'sexy', 'make', 'new', 'friends', 'fall', 'love', 'worlds', 'discreet', 'text', 'dating', 'service', 'text', 'vip', 'see', 'could', 'meet']","['talk', 'sexi', 'make', 'new', 'friend', 'fall', 'love', 'world', 'discreet', 'text', 'date', 'servic', 'text', 'vip', 'see', 'could', 'meet']","['talk', 'sexi', 'make', 'new', 'friend', 'fall', 'love', 'world', 'discreet', 'text', 'date', 'servic', 'text', 'vip', 'see', 'could', 'meet']"
ham,Going to take your babe out ?,,,,going to take your babe out,"['going', 'to', 'take', 'your', 'babe', 'out']","['going', 'take', 'babe']","['go', 'take', 'babe']","['go', 'take', 'babe']"
ham,Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.,,,,hai ana tomarrow am coming on morning ltdecimalgt ill be there in sathy then we ll go to rto office reply me after came to home,"['hai', 'ana', 'tomarrow', 'am', 'coming', 'on', 'morning', 'ltdecimalgt', 'ill', 'be', 'there', 'in', 'sathy', 'then', 'we', 'll', 'go', 'to', 'rto', 'office', 'reply', 'me', 'after', 'came', 'to', 'home']","['hai', 'ana', 'tomarrow', 'coming', 'morning', 'ltdecimalgt', 'ill', 'sathy', 'go', 'rto', 'office', 'reply', 'came', 'home']","['hai', 'ana', 'tomarrow', 'come', 'morn', 'ltdecimalgt', 'ill', 'sathi', 'go', 'rto', 'offic', 'repli', 'came', 'home']","['hai', 'ana', 'tomarrow', 'come', 'morn', 'ltdecimalgt', 'ill', 'sathi', 'go', 'rto', 'offic', 'repli', 'came', 'home']"
ham,Spoons it is then okay?,,,,spoons it is then okay,"['spoons', 'it', 'is', 'then', 'okay']","['spoons', 'okay']","['spoon', 'okay']","['spoon', 'okay']"
ham,Did he just say somebody is named tampa,,,,did he just say somebody is named tampa,"['did', 'he', 'just', 'say', 'somebody', 'is', 'named', 'tampa']","['say', 'somebody', 'named', 'tampa']","['say', 'somebodi', 'name', 'tampa']","['say', 'somebodi', 'name', 'tampa']"
ham,In work now. Going have in few min.,,,,in work now going have in few min,"['in', 'work', 'now', 'going', 'have', 'in', 'few', 'min']","['work', 'going', 'min']","['work', 'go', 'min']","['work', 'go', 'min']"
ham,Your brother is a genius,,,,your brother is a genius,"['your', 'brother', 'is', 'a', 'genius']","['brother', 'genius']","['brother', 'geniu']","['brother', 'geniu']"
ham,"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you",,,,sorry i guess whenever i can get a hold of my connections maybe an hour or two ill text you,"['sorry', 'i', 'guess', 'whenever', 'i', 'can', 'get', 'a', 'hold', 'of', 'my', 'connections', 'maybe', 'an', 'hour', 'or', 'two', 'ill', 'text', 'you']","['sorry', 'guess', 'whenever', 'get', 'hold', 'connections', 'maybe', 'hour', 'two', 'ill', 'text']","['sorri', 'guess', 'whenev', 'get', 'hold', 'connect', 'mayb', 'hour', 'two', 'ill', 'text']","['sorri', 'guess', 'whenev', 'get', 'hold', 'connect', 'mayb', 'hour', 'two', 'ill', 'text']"
ham,Did u find out what time the bus is at coz i need to sort some stuff out.,,,,did u find out what time the bus is at coz i need to sort some stuff out,"['did', 'u', 'find', 'out', 'what', 'time', 'the', 'bus', 'is', 'at', 'coz', 'i', 'need', 'to', 'sort', 'some', 'stuff', 'out']","['u', 'find', 'time', 'bus', 'coz', 'need', 'sort', 'stuff']","['u', 'find', 'time', 'bu', 'coz', 'need', 'sort', 'stuff']","['u', 'find', 'time', 'bu', 'coz', 'need', 'sort', 'stuff']"
ham,Dude ive been seeing a lotta corvettes lately,,,,dude ive been seeing a lotta corvettes lately,"['dude', 'ive', 'been', 'seeing', 'a', 'lotta', 'corvettes', 'lately']","['dude', 'ive', 'seeing', 'lotta', 'corvettes', 'lately']","['dude', 'ive', 'see', 'lotta', 'corvett', 'late']","['dude', 'ive', 'see', 'lotta', 'corvett', 'late']"
spam,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net å£1.50pm approx 3mins,,,,congratulations ur awarded either a yrs supply of cds from virgin records or a mystery gift guaranteed call tscs åpm approx mins,"['congratulations', 'ur', 'awarded', 'either', 'a', 'yrs', 'supply', 'of', 'cds', 'from', 'virgin', 'records', 'or', 'a', 'mystery', 'gift', 'guaranteed', 'call', 'tscs', 'åpm', 'approx', 'mins']","['congratulations', 'ur', 'awarded', 'either', 'yrs', 'supply', 'cds', 'virgin', 'records', 'mystery', 'gift', 'guaranteed', 'call', 'tscs', 'åpm', 'approx', 'mins']","['congratul', 'ur', 'award', 'either', 'yr', 'suppli', 'cd', 'virgin', 'record', 'mysteri', 'gift', 'guarante', 'call', 'tsc', 'åpm', 'approx', 'min']","['congratul', 'ur', 'award', 'either', 'yr', 'suppli', 'cd', 'virgin', 'record', 'mysteri', 'gift', 'guarante', 'call', 'tsc', 'åpm', 'approx', 'min']"
ham,"Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter",,,,same here but i consider walls and bunkers and shit important just because i never play on peaceful but i guess your place is high enough that it dont matter,"['same', 'here', 'but', 'i', 'consider', 'walls', 'and', 'bunkers', 'and', 'shit', 'important', 'just', 'because', 'i', 'never', 'play', 'on', 'peaceful', 'but', 'i', 'guess', 'your', 'place', 'is', 'high', 'enough', 'that', 'it', 'dont', 'matter']","['consider', 'walls', 'bunkers', 'shit', 'important', 'never', 'play', 'peaceful', 'guess', 'place', 'high', 'enough', 'dont', 'matter']","['consid', 'wall', 'bunker', 'shit', 'import', 'never', 'play', 'peac', 'guess', 'place', 'high', 'enough', 'dont', 'matter']","['consid', 'wall', 'bunker', 'shit', 'import', 'never', 'play', 'peac', 'guess', 'place', 'high', 'enough', 'dont', 'matter']"
spam,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,,,,private your account statement for xxxxxx shows unredeemed s i m points call identifier code expires,"['private', 'your', 'account', 'statement', 'for', 'xxxxxx', 'shows', 'unredeemed', 's', 'i', 'm', 'points', 'call', 'identifier', 'code', 'expires']","['private', 'account', 'statement', 'xxxxxx', 'shows', 'unredeemed', 'points', 'call', 'identifier', 'code', 'expires']","['privat', 'account', 'statement', 'xxxxxx', 'show', 'unredeem', 'point', 'call', 'identifi', 'code', 'expir']","['privat', 'account', 'statement', 'xxxxxx', 'show', 'unredeem', 'point', 'call', 'identifi', 'code', 'expir']"
spam,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r,,,,hello we need some posh birds and chaps to user trial prods for champneys can i put you down i need your address and dob asap ta r,"['hello', 'we', 'need', 'some', 'posh', 'birds', 'and', 'chaps', 'to', 'user', 'trial', 'prods', 'for', 'champneys', 'can', 'i', 'put', 'you', 'down', 'i', 'need', 'your', 'address', 'and', 'dob', 'asap', 'ta', 'r']","['hello', 'need', 'posh', 'birds', 'chaps', 'user', 'trial', 'prods', 'champneys', 'put', 'need', 'address', 'dob', 'asap', 'ta', 'r']","['hello', 'need', 'posh', 'bird', 'chap', 'user', 'trial', 'prod', 'champney', 'put', 'need', 'address', 'dob', 'asap', 'ta', 'r']","['hello', 'need', 'posh', 'bird', 'chap', 'user', 'trial', 'prod', 'champney', 'put', 'need', 'address', 'dob', 'asap', 'ta', 'r']"
spam,What do U want for Xmas? How about 100 free text messages & a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!,,,,what do u want for xmas how about free text messages a new video phone with half price line rental call free now on to find out more,"['what', 'do', 'u', 'want', 'for', 'xmas', 'how', 'about', 'free', 'text', 'messages', 'a', 'new', 'video', 'phone', 'with', 'half', 'price', 'line', 'rental', 'call', 'free', 'now', 'on', 'to', 'find', 'out', 'more']","['u', 'want', 'xmas', 'free', 'text', 'messages', 'new', 'video', 'phone', 'half', 'price', 'line', 'rental', 'call', 'free', 'find']","['u', 'want', 'xma', 'free', 'text', 'messag', 'new', 'video', 'phone', 'half', 'price', 'line', 'rental', 'call', 'free', 'find']","['u', 'want', 'xma', 'free', 'text', 'messag', 'new', 'video', 'phone', 'half', 'price', 'line', 'rental', 'call', 'free', 'find']"
ham,"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!",,,,well am officially in a philosophical hole so if u wanna call am at home ready to be saved,"['well', 'am', 'officially', 'in', 'a', 'philosophical', 'hole', 'so', 'if', 'u', 'wanna', 'call', 'am', 'at', 'home', 'ready', 'to', 'be', 'saved']","['well', 'officially', 'philosophical', 'hole', 'u', 'wanna', 'call', 'home', 'ready', 'saved']","['well', 'offici', 'philosoph', 'hole', 'u', 'wanna', 'call', 'home', 'readi', 'save']","['well', 'offici', 'philosoph', 'hole', 'u', 'wanna', 'call', 'home', 'readi', 'save']"
ham,Its going good...no problem..but still need little experience to understand american customer voice...,,,,its going goodno problembut still need little experience to understand american customer voice,"['its', 'going', 'goodno', 'problembut', 'still', 'need', 'little', 'experience', 'to', 'understand', 'american', 'customer', 'voice']","['going', 'goodno', 'problembut', 'still', 'need', 'little', 'experience', 'understand', 'american', 'customer', 'voice']","['go', 'goodno', 'problembut', 'still', 'need', 'littl', 'experi', 'understand', 'american', 'custom', 'voic']","['go', 'goodno', 'problembut', 'still', 'need', 'littl', 'experi', 'understand', 'american', 'custom', 'voic']"
ham,I'll text you when I drop x off,,,,ill text you when i drop x off,"['ill', 'text', 'you', 'when', 'i', 'drop', 'x', 'off']","['ill', 'text', 'drop', 'x']","['ill', 'text', 'drop', 'x']","['ill', 'text', 'drop', 'x']"
ham,Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap,,,,ugh its been a long day im exhausted just want to cuddle up and take a nap,"['ugh', 'its', 'been', 'a', 'long', 'day', 'im', 'exhausted', 'just', 'want', 'to', 'cuddle', 'up', 'and', 'take', 'a', 'nap']","['ugh', 'long', 'day', 'im', 'exhausted', 'want', 'cuddle', 'take', 'nap']","['ugh', 'long', 'day', 'im', 'exhaust', 'want', 'cuddl', 'take', 'nap']","['ugh', 'long', 'day', 'im', 'exhaust', 'want', 'cuddl', 'take', 'nap']"
ham,Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;,,,,talk with yourself atleast once in a day otherwise you will miss your best friend in this world shakespeare shesil ltgt,"['talk', 'with', 'yourself', 'atleast', 'once', 'in', 'a', 'day', 'otherwise', 'you', 'will', 'miss', 'your', 'best', 'friend', 'in', 'this', 'world', 'shakespeare', 'shesil', 'ltgt']","['talk', 'atleast', 'day', 'otherwise', 'miss', 'best', 'friend', 'world', 'shakespeare', 'shesil', 'ltgt']","['talk', 'atleast', 'day', 'otherwis', 'miss', 'best', 'friend', 'world', 'shakespear', 'shesil', 'ltgt']","['talk', 'atleast', 'day', 'otherwis', 'miss', 'best', 'friend', 'world', 'shakespear', 'shesil', 'ltgt']"
spam,"Shop till u Drop, IS IT YOU, either 10K, 5K, å£500 Cash or å£100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",,,,shop till u drop is it you either k k å cash or å travel voucher call now ntt po box crbt fixedline cost ppm mobile vary,"['shop', 'till', 'u', 'drop', 'is', 'it', 'you', 'either', 'k', 'k', 'å', 'cash', 'or', 'å', 'travel', 'voucher', 'call', 'now', 'ntt', 'po', 'box', 'crbt', 'fixedline', 'cost', 'ppm', 'mobile', 'vary']","['shop', 'till', 'u', 'drop', 'either', 'k', 'k', 'å', 'cash', 'å', 'travel', 'voucher', 'call', 'ntt', 'po', 'box', 'crbt', 'fixedline', 'cost', 'ppm', 'mobile', 'vary']","['shop', 'till', 'u', 'drop', 'either', 'k', 'k', 'å', 'cash', 'å', 'travel', 'voucher', 'call', 'ntt', 'po', 'box', 'crbt', 'fixedlin', 'cost', 'ppm', 'mobil', 'vari']","['shop', 'till', 'u', 'drop', 'either', 'k', 'k', 'å', 'cash', 'å', 'travel', 'voucher', 'call', 'ntt', 'po', 'box', 'crbt', 'fixedlin', 'cost', 'ppm', 'mobil', 'vari']"
ham,Are you in castor? You need to see something,,,,are you in castor you need to see something,"['are', 'you', 'in', 'castor', 'you', 'need', 'to', 'see', 'something']","['castor', 'need', 'see', 'something']","['castor', 'need', 'see', 'someth']","['castor', 'need', 'see', 'someth']"
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone,,,,sunshine quiz wkly q win a top sony dvd player if u know which country liverpool played in mid week txt ansr to å sptyrone,"['sunshine', 'quiz', 'wkly', 'q', 'win', 'a', 'top', 'sony', 'dvd', 'player', 'if', 'u', 'know', 'which', 'country', 'liverpool', 'played', 'in', 'mid', 'week', 'txt', 'ansr', 'to', 'å', 'sptyrone']","['sunshine', 'quiz', 'wkly', 'q', 'win', 'top', 'sony', 'dvd', 'player', 'u', 'know', 'country', 'liverpool', 'played', 'mid', 'week', 'txt', 'ansr', 'å', 'sptyrone']","['sunshin', 'quiz', 'wkli', 'q', 'win', 'top', 'soni', 'dvd', 'player', 'u', 'know', 'countri', 'liverpool', 'play', 'mid', 'week', 'txt', 'ansr', 'å', 'sptyron']","['sunshin', 'quiz', 'wkli', 'q', 'win', 'top', 'soni', 'dvd', 'player', 'u', 'know', 'countri', 'liverpool', 'play', 'mid', 'week', 'txt', 'ansr', 'å', 'sptyron']"
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094565,,,,u have a secret admirer who is looking make contact with ufind out who they rreveal who thinks ur so specialcall on,"['u', 'have', 'a', 'secret', 'admirer', 'who', 'is', 'looking', 'make', 'contact', 'with', 'ufind', 'out', 'who', 'they', 'rreveal', 'who', 'thinks', 'ur', 'so', 'specialcall', 'on']","['u', 'secret', 'admirer', 'looking', 'make', 'contact', 'ufind', 'rreveal', 'thinks', 'ur', 'specialcall']","['u', 'secret', 'admir', 'look', 'make', 'contact', 'ufind', 'rreveal', 'think', 'ur', 'specialcal']","['u', 'secret', 'admir', 'look', 'make', 'contact', 'ufind', 'rreveal', 'think', 'ur', 'specialcal']"
